0.000	-143.792
0.025	-44.897
0.050	-10.039
0.075	-48.926
0.100	-12.050
0.125	-1.325
0.150	-31.532
0.175	31.698
0.200	-26.847
0.225	10.904
0.250	15.758
0.275	-24.737
0.300	36.278
0.325	-24.081
0.350	12.513
0.375	14.488
0.400	-28.978
0.425	36.687
0.450	-22.719
0.475	8.018
0.500	8.603
0.525	-26.473
0.550	37.237
0.575	-24.885
0.600	12.033
0.625	13.190
0.650	-24.081
0.675	42.692
0.700	-18.894
0.725	16.153
0.750	15.144
0.775	-18.775
0.800	41.690
0.825	-17.243
0.850	24.000
0.875	17.021
0.900	-16.128
0.925	41.922
0.950	-14.760
0.975	14.192
1.000	16.626
1.025	-21.364
1.050	42.741
1.075	-12.925
1.100	12.682
1.125	19.837
1.150	-21.216
1.175	43.454
1.200	-15.380
1.225	17.268
1.250	19.117
1.275	-22.006
1.300	38.775
1.325	-23.142
1.350	21.678
1.375	10.777
1.400	15.871
1.425	34.330
1.450	-20.764
1.475	21.163
1.500	15.286
1.525	-13.511
1.550	38.027
1.575	-23.474
1.600	20.542
1.625	10.586
1.650	-18.161
1.675	38.550
1.700	-23.813
1.725	21.918
1.750	14.806
1.775	-18.831
1.800	38.013
1.825	-25.774
1.850	23.061
1.875	19.378
1.900	-15.642
1.925	37.244
1.950	-19.904
1.975	32.947
2.000	12.280
2.025	-14.788
2.050	38.112
2.075	-22.331
2.100	15.977
2.125	13.613
2.150	-17.194
2.175	36.510
2.200	-19.847
2.225	21.481
2.250	13.747
2.275	-15.352
2.300	39.015
2.325	-20.884
2.350	25.750
2.375	16.217
2.400	-17.243
2.425	40.180
2.450	-20.179
2.475	15.377
2.500	14.735
2.525	-19.339
2.550	19.279
2.575	19.971
2.600	20.041
2.625	19.618
2.650	20.161
2.675	20.126
2.700	20.302
2.725	20.274
2.750	19.660
2.775	20.077
2.800	19.625
2.825	19.505
2.850	19.011
2.875	18.355
2.900	17.734
2.925	20.535
2.950	16.196
2.975	15.751
3.000	14.905
3.025	13.832
3.050	12.745
3.075	11.856
3.100	11.193
3.125	10.727
3.150	10.029
3.175	9.090
3.200	8.236
3.225	7.665
3.250	6.430
3.275	6.684
3.300	5.760
3.325	5.351
3.350	4.250
3.375	3.114
3.400	2.831
3.425	1.865
3.450	1.646
3.475	1.096
3.500	0.588
3.525	0.609
3.550	0.277
3.575	0.030
3.600	-0.174
3.625	-0.633
3.650	-0.450
3.675	-1.501
3.700	-1.183
3.725	-1.261
3.750	-1.289
3.775	-1.430
3.800	-2.362
3.825	-2.411
3.850	-2.658
3.875	-2.418
3.900	-1.953
3.925	-2.581
3.950	-2.341
3.975	-2.185
4.000	-2.073
4.025	-1.529
4.050	-1.600
4.075	-1.670
4.100	-1.452
4.125	-1.459
4.150	-1.557
4.175	-1.713
4.200	-1.445
4.225	-1.670
4.250	-1.946
4.275	-1.699
4.300	-1.734
4.325	-1.296
4.350	-0.739
4.375	-0.979
4.400	-0.372
4.425	-0.301
4.450	0.037
4.475	0.327
4.500	0.362
4.525	0.729
4.550	0.609
4.575	0.715
4.600	0.658
4.625	0.397
4.650	0.242
4.675	-0.534
4.700	-0.661
4.725	-0.753
4.750	-1.085
4.775	-0.471
4.800	-0.894
4.825	-0.725
4.850	-0.513
4.875	-0.464
4.900	0.214
4.925	-0.076
4.950	0.023
4.975	-0.252
5.000	-0.520
5.025	-0.626
5.050	-0.471
5.075	-0.210
5.100	-0.287
5.125	-0.880
5.150	-0.436
5.175	-1.035
5.200	-0.795
5.225	-0.393
5.250	-0.633
5.275	-0.062
5.300	-0.527
5.325	-0.372
5.350	0.312
5.375	-0.062
5.400	0.693
5.425	0.630
5.450	0.771
5.475	1.237
5.500	0.383
5.525	0.390
5.550	0.073
5.575	-0.033
5.600	0.150
5.625	-0.231
5.650	0.432
5.675	0.037
5.700	-0.033
5.725	0.312
5.750	0.094
5.775	0.877
5.800	0.566
5.825	0.771
5.850	1.039
5.875	0.192
5.900	0.651
5.925	0.651
5.950	1.258
5.975	-10.618
6.000	0.574
6.025	1.117
6.050	0.623
6.075	0.397
6.100	0.623
6.125	0.178
6.150	0.341
6.175	-0.330
6.200	-0.287
6.225	-0.273
6.250	-0.788
6.275	-0.541
6.300	-1.219
6.325	-1.861
6.350	-2.094
6.375	-2.856
6.400	-2.249
6.425	-2.863
6.450	-2.390
6.475	-2.411
6.500	-2.630
6.525	-1.882
6.550	-2.263
6.575	-1.776
6.600	-1.663
6.625	-1.910
6.650	-1.684
6.675	-1.402
6.700	-1.007
6.725	-0.555
6.750	-1.332
6.775	-0.577
6.800	-0.358
6.825	-0.541
6.850	-0.697
6.875	-0.668
6.900	0.080
6.925	-0.520
6.950	-0.555
6.975	-0.189
7.000	-0.316
7.025	0.150
7.050	-0.309
7.075	-0.054
7.100	0.200
7.125	0.044
7.150	0.291
7.175	-0.083
7.200	-0.386
7.225	-0.499
7.250	-0.873
7.275	0.164
7.300	-0.414
7.325	-0.287
7.350	0.037
7.375	-0.104
7.400	0.150
7.425	0.284
7.450	0.729
7.475	0.820
7.500	0.940
7.525	1.293
7.550	1.223
7.575	1.357
7.600	1.385
7.625	0.609
7.650	0.524
7.675	-0.203
7.700	-0.400
7.725	0.065
7.750	-0.626
7.775	-0.555
7.800	-0.986
7.825	-0.859
7.850	0.051
7.875	-0.563
7.900	-0.259
7.925	-0.577
7.950	-0.612
7.975	0.002
8.000	-1.120
8.025	-0.266
8.050	-0.301
8.075	-0.810
8.100	-0.584
8.125	-0.993
8.150	-0.986
8.175	-1.176
8.200	-1.134
8.225	-0.414
8.250	-0.605
8.275	-0.344
8.300	-0.280
8.325	0.030
8.350	0.750
8.375	0.256
8.400	0.701
8.425	0.298
8.450	0.334
8.475	0.813
8.500	-0.224
8.525	-0.760
8.550	-1.254
8.575	-1.543
8.600	-1.536
8.625	-1.840
8.650	-1.332
8.675	-1.543
8.700	-1.677
8.725	-1.318
8.750	-1.543
8.775	-1.078
8.800	-1.162
8.825	-0.922
8.850	-0.993
8.875	-0.767
8.900	-0.146
8.925	-0.125
8.950	-0.076
8.975	-0.203
9.000	-1.049
9.025	-0.697
9.050	-0.873
9.075	-0.612
9.100	-0.111
9.125	-0.654
9.150	-0.076
9.175	0.058
9.200	0.200
9.225	0.933
9.250	0.178
9.275	0.461
9.300	0.143
9.325	-0.605
9.350	-0.824
9.375	-1.064
9.400	-1.282
9.425	-1.875
9.450	-2.073
9.475	-1.967
9.500	-2.658
9.525	-2.305
9.550	-2.411
9.575	-2.249
9.600	-1.833
9.625	-2.178
9.650	-1.543
9.675	-1.826
9.700	-1.861
9.725	-1.332
9.750	-1.677
9.775	-1.113
9.800	-1.289
9.825	-1.910
9.850	-2.270
9.875	-2.058
9.900	-1.473
9.925	-1.303
9.950	-0.901
9.975	-0.640
10.000	-0.718
10.025	-0.301
10.050	-0.421
10.075	-0.203
10.100	0.418
10.125	-0.316
10.150	0.051
10.175	-0.951
10.200	-1.332
10.225	-0.810
10.250	-1.254
10.275	-1.035
10.300	-1.741
10.325	-2.087
10.350	-2.136
10.375	-2.729
10.400	-2.263
10.425	-2.334
10.450	-2.390
10.475	-1.917
10.500	-2.884
10.525	-2.016
10.550	-2.065
10.575	-2.108
10.600	-2.002
10.625	-2.164
10.650	-2.418
10.675	-2.715
10.700	-2.411
10.725	-2.214
10.750	-2.588
10.775	-2.016
10.800	-1.868
10.825	-1.797
10.850	-1.247
10.875	-1.247
10.900	-0.859
10.925	-0.443
10.950	-0.203
10.975	0.319
11.000	0.044
11.025	0.348
11.050	0.214
11.075	-0.570
11.100	-0.541
11.125	-0.591
11.150	-0.965
11.175	-1.205
11.200	-1.586
11.225	-1.600
11.250	-2.065
11.275	-1.543
11.300	-1.713
11.325	-1.543
11.350	-1.268
11.375	-1.515
11.400	-1.007
11.425	-0.873
11.450	-0.845
11.475	-0.563
11.500	-1.183
11.525	-1.423
11.550	-1.501
11.575	-1.692
11.600	-1.522
11.625	-1.332
11.650	-0.986
11.675	-0.979
11.700	-0.929
11.725	-0.203
11.750	-0.499
11.775	-0.104
11.800	0.136
11.825	0.058
11.850	0.693
11.875	0.023
11.900	0.080
11.925	-0.104
11.950	-0.464
11.975	-0.323
12.000	-1.254
12.025	-1.360
12.050	-1.529
12.075	-1.099
12.100	-1.148
12.125	-1.677
12.150	-1.459
12.175	-1.120
12.200	-1.332
12.225	-1.078
12.250	-1.247
12.275	-0.986
12.300	-0.760
12.325	-1.120
12.350	-0.633
12.375	-0.781
12.400	-0.866
12.425	-1.127
12.450	-1.014
12.475	-0.280
12.500	-0.774
12.525	-0.428
12.550	-0.266
12.575	-0.633
12.600	-0.146
12.625	0.002
12.650	0.482
12.675	0.771
12.700	0.341
12.725	1.039
12.750	0.990
12.775	1.329
12.800	1.357
12.825	0.235
12.850	0.552
12.875	-0.132
12.900	-0.238
12.925	-0.443
12.950	-0.824
12.975	-0.612
13.000	-0.795
13.025	-40.733
13.050	-0.548
13.075	-0.739
13.100	-0.301
13.125	-0.499
13.150	-0.224
13.175	-0.668
13.200	-0.492
13.225	0.058
13.250	0.080
13.275	-0.076
13.300	0.065
13.325	-0.033
13.350	-0.217
13.375	-0.894
13.400	-0.605
13.425	-0.605
13.450	-0.929
13.475	-0.633
13.500	-0.266
13.525	0.214
13.550	0.065
13.575	-0.280
13.600	0.129
13.625	-0.111
13.650	0.178
13.675	0.411
13.700	0.087
13.725	0.051
13.750	-0.379
13.775	0.171
13.800	0.630
13.825	0.016
13.850	0.291
13.875	0.256
13.900	0.178
13.925	0.362
13.950	0.566
13.975	1.202
14.000	1.060
14.025	1.124
14.050	1.202
14.075	0.926
14.100	1.251
14.125	0.912
14.150	0.411
14.175	0.108
14.200	-0.802
14.225	-0.386
14.250	-0.781
14.275	-0.704
14.300	-0.527
14.325	-0.753
14.350	-0.365
14.375	-0.379
14.400	-0.139
14.425	0.016
14.450	-0.012
14.475	0.284
14.500	0.115
14.525	-0.189
14.550	0.009
14.575	-0.457
14.600	-0.725
14.625	-1.360
14.650	-1.120
14.675	-1.522
14.700	-2.094
14.725	-1.642
14.750	-1.677
14.775	-1.819
14.800	-1.374
14.825	-1.550
14.850	-0.986
14.875	-1.000
14.900	-0.802
14.925	-0.612
14.950	-0.711
14.975	-0.259
15.000	-0.400
15.025	-0.231
15.050	-0.612
15.075	-0.965
15.100	-0.972
15.125	-0.908
15.150	-0.527
15.175	-0.555
15.200	-1.028
15.225	-0.795
15.250	-1.014
15.275	-1.176
15.300	-0.675
15.325	-0.951
15.350	-0.478
15.375	-0.612
15.400	-0.478
15.425	-0.069
15.450	-0.019
15.475	0.305
15.500	-0.485
15.525	-0.570
15.550	-0.090
15.575	-0.859
15.600	-0.725
15.625	-0.711
15.650	-0.965
15.675	-0.711
15.700	-1.007
15.725	-0.781
15.750	-0.675
15.775	-0.986
15.800	-0.880
15.825	-0.492
15.850	-0.513
15.875	-0.513
15.900	-0.428
15.925	-0.457
15.950	-1.134
15.975	-0.866
16.000	-0.323
16.025	-1.289
16.050	-0.880
16.075	-1.183
16.100	-1.360
16.125	-1.388
16.150	-0.711
16.175	-0.400
16.200	-0.831
16.225	-0.499
16.250	-0.316
16.275	0.044
16.300	0.785
16.325	0.461
16.350	0.545
16.375	1.357
16.400	0.228
16.425	0.566
16.450	0.489
16.475	0.771
16.500	0.588
16.525	-0.577
16.550	0.312
16.575	-0.273
16.600	-3.724
16.625	-0.132
16.650	-0.294
16.675	0.178
16.700	-0.337
16.725	-0.224
16.750	0.094
16.775	-0.076
